datetime,price,side,traded_quantity,is_intraday,unable_to_trade_days
2022-03-09 12:15:00,835.6,1,25,True,8
2022-03-09 13:30:00,475.3,1,25,True,8
2022-03-09 13:40:00,427.95,-1,25,True,8
2022-03-09 14:30:00,236.15,1,25,True,8
2022-03-10 09:30:00,594.5,-1,25,True,8
2022-03-10 09:40:00,481.7,-1,25,True,8
2022-03-10 09:50:00,697.95,1,25,True,8
2022-03-10 10:40:00,271.4,1,25,True,8
2022-03-10 10:50:00,222.95,-1,25,True,8
2022-03-10 11:35:00,257.25,1,25,True,8
2022-03-10 11:45:00,202.7,-1,25,True,8
2022-03-10 12:00:00,239.15,1,25,True,8
2022-03-10 12:45:00,668.25,-1,25,True,8
2022-03-10 13:20:00,719.4,1,25,True,8
2022-03-10 13:20:00,719.4,1,25,True,8
2022-03-10 13:30:00,670.95,-1,25,True,8
2022-03-10 14:30:00,279.0,1,25,True,8
2022-03-11 09:30:00,938.05,-1,25,True,8
2022-03-11 10:20:00,969.05,1,25,True,8
2022-03-11 10:35:00,984.05,-1,25,True,8
2022-03-11 10:55:00,973.05,1,25,True,8
2022-03-11 11:10:00,1014.0,-1,25,True,8
2022-03-11 11:20:00,983.45,1,25,True,8
2022-03-11 11:35:00,918.3,-1,25,True,8
2022-03-11 11:50:00,934.65,1,25,True,8
2022-03-11 12:25:00,919.25,-1,25,True,8
2022-03-11 12:30:00,936.2,1,25,True,8
2022-03-11 12:40:00,927.45,-1,25,True,8
2022-03-11 12:45:00,951.95,1,25,True,8
2022-03-11 13:05:00,951.7,-1,25,True,8
2022-03-11 13:25:00,983.75,1,25,True,8
2022-03-11 13:30:00,935.05,-1,25,True,8
2022-03-11 13:35:00,914.45,-1,25,True,8
2022-03-11 13:35:00,1098.85,1,25,True,8
2022-03-11 13:35:00,1098.85,1,25,True,8
2022-03-11 14:20:00,959.3,1,25,True,8
2022-03-14 09:30:00,924.8,-1,25,True,8
2022-03-14 09:50:00,946.7,1,25,True,8
2022-03-14 09:55:00,893.55,-1,25,True,8
2022-03-14 14:30:00,594.0,1,25,True,8
2022-03-15 09:30:00,870.05,-1,25,True,8
2022-03-15 09:35:00,790.55,-1,25,True,8
2022-03-15 09:35:00,980.15,1,25,True,8
2022-03-15 10:00:00,819.7,1,25,True,8
2022-03-15 10:05:00,868.0,-1,25,True,8
2022-03-15 11:15:00,825.8,-1,25,True,8
2022-03-15 11:15:00,861.55,1,25,True,8
2022-03-15 11:20:00,834.95,1,25,True,8
2022-03-15 11:25:00,835.55,-1,25,True,8
2022-03-15 11:40:00,826.5,-1,25,True,8
2022-03-15 11:40:00,856.95,1,25,True,8
2022-03-15 11:45:00,850.0,1,25,True,8
2022-03-15 11:45:00,850.0,1,25,True,8
2022-03-15 11:50:00,805.35,-1,25,True,8
